feature_set,sampling_file,training_set,model,grid_row,step,estimate_LogLoss,estimate_MSE,estimate_In_Sample_R2,estimate_R2_Holdout,estimate_AUC,ci_lower_LogLoss,ci_lower_MSE,ci_lower_In_Sample_R2,ci_lower_R2_Holdout,ci_lower_AUC,ci_upper_LogLoss,ci_upper_MSE,ci_upper_In_Sample_R2,ci_upper_R2_Holdout,ci_upper_AUC,evaluation_set,estimate_F1_Score,estimate_Accuracy,ci_lower_F1_Score,ci_lower_Accuracy,ci_upper_F1_Score,ci_upper_Accuracy,threshold_F1_Score,threshold_Accuracy,selection_set
ego_AS,pmt_train_and_evaluation_samples_seed_2_241016_with_holdout.csv,train_sample_n_4000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.366180612,0.112926564,0.088550745,0.088980081,0.747793032,0.365048108,0.112547312,0.087449669,0.087863589,0.746680584,0.367293806,0.11330541,0.089660049,0.090089661,0.748899664,official_holdout_set,0.389381645,0.855108706,0.387905288,0.85450452,0.390871857,0.855714451,0.170630324,0.590630324,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_2_241016_with_holdout.csv,train_sample_n_800,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.372829685,0.114927381,0.073964958,0.075411801,0.732747486,0.369997625,0.113913061,0.071282861,0.072570534,0.730016685,0.375537225,0.115891358,0.076721826,0.07811516,0.735465899,evaluation_selection_50_percent_split,0.370264538,0.854814112,0.366159207,0.853318099,0.374174829,0.856339295,0.166633277,0.566633277,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_2_241016_with_holdout.csv,train_sample_n_800,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.371186783,0.114346015,0.072787966,0.074024336,0.73240748,0.368397208,0.11331977,0.069979113,0.071109407,0.729640869,0.374048352,0.11536073,0.075439043,0.076781565,0.735088993,evaluation_test_50_percent_split,0.367733405,0.855917966,0.363501182,0.854295954,0.371583158,0.857506088,0.166633277,0.566633277,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_2_241016_with_holdout.csv,train_sample_n_800,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.372980286,0.114982538,0.071956635,0.073348394,0.731395161,0.371841602,0.11457771,0.070893203,0.072250154,0.730266462,0.374134263,0.115381429,0.073147217,0.074567719,0.732568911,official_holdout_set,0.36846433,0.855108706,0.366845207,0.85450452,0.370090012,0.855714451,0.166633277,0.566633277,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_2_241016_with_holdout.csv,train_sample_n_8000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.363390115,0.112366892,0.094596266,0.094702203,0.75213793,0.360653884,0.111403883,0.091834417,0.091911926,0.749482349,0.36599699,0.1132594,0.097275523,0.097399506,0.754762087,evaluation_selection_50_percent_split,0.396961212,0.854814112,0.393128727,0.853318099,0.40079965,0.856339295,0.190307116,0.510307116,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_2_241016_with_holdout.csv,train_sample_n_8000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.36125841,0.111695894,0.094277332,0.094331148,0.752623468,0.358613561,0.110747666,0.09149795,0.091535373,0.749945887,0.36407513,0.112670091,0.096873206,0.09692865,0.755286702,evaluation_test_50_percent_split,0.394446802,0.855917966,0.39047232,0.854295954,0.398215231,0.857506088,0.190307116,0.510307116,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_2_241016_with_holdout.csv,train_sample_n_8000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.362837183,0.112255272,0.093968856,0.094059264,0.751875375,0.361735802,0.111874862,0.092931756,0.093012023,0.750810387,0.363910243,0.112625219,0.095048884,0.095145031,0.752920996,official_holdout_set,0.396054138,0.855108706,0.394525633,0.85450452,0.397602537,0.855714451,0.190307116,0.510307116,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_100,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.39249869,0.12005043,0.028160709,0.0283111,0.711205479,0.389476058,0.1190073,0.024699957,0.024822227,0.708454007,0.395596199,0.121051159,0.031590701,0.031766882,0.713923267,evaluation_selection_50_percent_split,0.37411612,0.855627478,0.370458641,0.854136307,0.377645297,0.857191514,0.106518269,0.586518269,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_100,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.392279962,0.120150651,0.030266746,0.030454276,0.713272764,0.38921819,0.11914749,0.026805103,0.026950002,0.710450639,0.395324765,0.121180253,0.033828526,0.034096495,0.716334439,evaluation_test_50_percent_split,0.377063545,0.8551046,0.373554016,0.853598783,0.380872028,0.856571564,0.106518269,0.586518269,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_100,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.392597062,0.120192775,0.029903936,0.030091226,0.712386744,0.391288865,0.119761674,0.02849628,0.02866853,0.711174257,0.393888411,0.120618255,0.03136779,0.031558783,0.713623952,official_holdout_set,0.376248046,0.855108706,0.374817585,0.85450452,0.377672835,0.855714451,0.106518269,0.586518269,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.376771163,0.115420871,0.065638188,0.067661373,0.739236551,0.373660225,0.114432848,0.062793303,0.064677257,0.736771222,0.379662313,0.116356487,0.068474641,0.07058767,0.741710628,evaluation_selection_50_percent_split,0.380129207,0.855627478,0.376733403,0.854136307,0.383515702,0.857191514,0.111304313,0.741304313,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.37645523,0.115526856,0.067585295,0.069728545,0.740962471,0.373538183,0.114555792,0.064417051,0.066538954,0.738234155,0.379676353,0.116528588,0.070595868,0.072840026,0.743589068,evaluation_test_50_percent_split,0.381094767,0.8551046,0.37764598,0.853598783,0.384659923,0.856571564,0.111304313,0.741304313,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.376902565,0.115742249,0.06582488,0.067971185,0.740129561,0.375579069,0.115333807,0.06460499,0.066706391,0.739012796,0.378178033,0.116152132,0.066985978,0.069184218,0.741170407,official_holdout_set,0.381781723,0.855108706,0.380434616,0.85450452,0.383145817,0.855714451,0.111304313,0.741304313,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.362476936,0.112035593,0.093042888,0.093116779,0.750849758,0.359757347,0.111091783,0.09043718,0.090486697,0.748433874,0.365062407,0.112910709,0.095725245,0.095818007,0.753408123,evaluation_selection_50_percent_split,0.390380413,0.855627478,0.386818229,0.854136307,0.393960298,0.857191514,0.170355275,0.450355275,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.361975001,0.112063096,0.095541227,0.095640903,0.752840105,0.35940546,0.11118811,0.092789909,0.09285148,0.750239322,0.364674065,0.112991633,0.098297604,0.098440836,0.755485302,evaluation_test_50_percent_split,0.393568323,0.8551046,0.389874258,0.853598783,0.397295649,0.856571564,0.170355275,0.450355275,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.362173704,0.112102738,0.095199978,0.095299472,0.752529662,0.361041373,0.111728933,0.094078435,0.094159227,0.751459187,0.363258938,0.112463066,0.096352024,0.096469397,0.753648535,official_holdout_set,0.392971619,0.855108706,0.391538561,0.85450452,0.394439005,0.855714451,0.170355275,0.450355275,evaluation_selection_50_percent_split
