feature_set,sampling_file,training_set,model,grid_row,step,estimate_LogLoss,estimate_MSE,estimate_In_Sample_R2,estimate_R2_Holdout,estimate_AUC,ci_lower_LogLoss,ci_lower_MSE,ci_lower_In_Sample_R2,ci_lower_R2_Holdout,ci_lower_AUC,ci_upper_LogLoss,ci_upper_MSE,ci_upper_In_Sample_R2,ci_upper_R2_Holdout,ci_upper_AUC,evaluation_set,estimate_F1_Score,estimate_Accuracy,ci_lower_F1_Score,ci_lower_Accuracy,ci_upper_F1_Score,ci_upper_Accuracy,threshold_F1_Score,threshold_Accuracy,selection_set
ego_AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_300,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.383585493281473,0.118189970837683,0.0409210118275596,0.041604864642935,0.722406948563247,0.38062865146477,0.117221993389208,0.0368901531228921,0.037655114804396,0.719653485607099,0.38620556736519,0.119088625757169,0.0450327701414744,0.0456455576519172,0.725304097689637,evaluation_selection_50_percent_split,0.359563114059149,0.856043844317813,0.355660004102726,0.854620453258065,0.363334275369791,0.85761272143656,0.165889648494819,0.585889648494819,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_300,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.387041336998402,0.119303082817422,0.0393987236230184,0.0398961492410316,0.719807324118261,0.384124684857919,0.118309880888172,0.0351542869834035,0.0358021552377545,0.716864818204277,0.390016334927563,0.120298082050383,0.0436509739096032,0.0440671331035788,0.722704045160631,evaluation_test_50_percent_split,0.358680369908315,0.854688233784719,0.354801954990342,0.853216428063075,0.362430276789245,0.856208575204915,0.165889648494819,0.585889648494819,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_300,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.386127868831643,0.119130432230822,0.0384782808012819,0.0390310457472701,0.720241175340967,0.384960390404434,0.118733642485256,0.0368273611086352,0.0373718514432925,0.719062987569267,0.387312089920308,0.119522073927699,0.040261378178913,0.0407827112021356,0.721436308566753,official_holdout_set,0.358212173382295,0.855108706127014,0.356738891407333,0.854504520007807,0.359823937647154,0.85571445114885,0.165889648494819,0.585889648494819,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_3000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.366242866345846,0.113437741060995,0.07948404465924,0.0794869422168592,0.746317264784851,0.363398325097213,0.112486059812777,0.0763896904524097,0.0763972903439878,0.743844362904862,0.368768941593784,0.114302894057603,0.0827098060278599,0.0827667523223588,0.749052372570026,evaluation_selection_50_percent_split,0.387635756056809,0.856043844317813,0.383925527662379,0.854620453258065,0.391469519416255,0.85761272143656,0.181179656454272,0.671179656454273,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_3000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.369422547602733,0.114489293867333,0.0781582569096883,0.0781873089621128,0.744258622418081,0.366652973853408,0.113543469230652,0.0747936157625032,0.0748060688149798,0.741546134602002,0.372140438355919,0.115442462906033,0.0812775881095778,0.0813473882942672,0.746887788169161,evaluation_test_50_percent_split,0.387530608400829,0.854688233784719,0.383808616572455,0.853216428063075,0.391215288614176,0.856208575204915,0.181179656454272,0.671179656454273,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_3000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.368039864930563,0.114092229545429,0.0791424605328257,0.07916050039556,0.745347522847921,0.366897724429436,0.113717042932578,0.0778058142464091,0.0778322740569959,0.744247802258322,0.369123011510193,0.114460457413917,0.0804622226947951,0.080482276438784,0.746449138432384,official_holdout_set,0.388323096395766,0.855108706127014,0.386854072394208,0.854504520007807,0.389818990630196,0.85571445114885,0.181179656454272,0.671179656454273,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_30000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.358236089911475,0.110945317963378,0.0997093700875981,0.0997104094042464,0.756217353064129,0.355414403025329,0.109987375549901,0.0971089763538582,0.0971141699522802,0.75365115745295,0.360737037613458,0.111808844168278,0.102542609754589,0.102547737970531,0.759043114451632,evaluation_selection_50_percent_split,0.395504799668221,0.856043844317813,0.391663765821638,0.854620453258065,0.399417246854522,0.85761272143656,0.20077392829137,0.45077392829137,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_30000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.360761559448244,0.111747700933047,0.100232939388866,0.100239874929407,0.755676778145897,0.358157955303349,0.110849193222296,0.0975326015537692,0.0975380811650897,0.753102343147309,0.363369873255179,0.112682558378244,0.103038235427759,0.103042856590496,0.758346603393208,evaluation_test_50_percent_split,0.396955292135508,0.854688233784719,0.393119196019262,0.853216428063075,0.400834439169283,0.856208575204915,0.20077392829137,0.45077392829137,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_30000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.359739805040847,0.111519475255343,0.09990759234471,0.0999098540153521,0.755900223859951,0.358658872752465,0.111147782943742,0.0988110012777131,0.0988123644172541,0.754830988582048,0.360771760213146,0.111877956347315,0.101026312070859,0.101035908030375,0.756982055667045,official_holdout_set,0.397530039493185,0.855108706127014,0.395956828485668,0.854504520007807,0.399136862264268,0.85571445114885,0.20077392829137,0.45077392829137,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_300000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.354572767683473,0.110151955334505,0.106147288820975,0.106170628660787,0.762964482326104,0.351919767565024,0.109220366817976,0.103617576299676,0.103657953497067,0.760499170325747,0.356962628095263,0.111003506247007,0.108808204547548,0.108820044263965,0.765666517883948,evaluation_selection_50_percent_split,0.400679045092838,0.856043844317813,0.396852098260986,0.854620453258065,0.404776955298557,0.85761272143656,0.220338604756075,0.400338604756075,evaluation_selection_50_percent_split
