feature_set,sampling_file,training_set,model,grid_row,step,estimate_LogLoss,estimate_MSE,estimate_In_Sample_R2,estimate_R2_Holdout,estimate_AUC,ci_lower_LogLoss,ci_lower_MSE,ci_lower_In_Sample_R2,ci_lower_R2_Holdout,ci_lower_AUC,ci_upper_LogLoss,ci_upper_MSE,ci_upper_In_Sample_R2,ci_upper_R2_Holdout,ci_upper_AUC,evaluation_set,estimate_F1_Score,estimate_Accuracy,ci_lower_F1_Score,ci_lower_Accuracy,ci_upper_F1_Score,ci_upper_Accuracy,threshold_F1_Score,threshold_Accuracy,selection_set
AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.314844985302472,0.0951435554665134,0.227936310829022,0.227936322872544,0.833630191582228,0.311871605403587,0.0942044750679828,0.223048094988929,0.22305208096739,0.83122905233631,0.317463337976605,0.0959937681273194,0.23316097068303,0.233169135970236,0.836173159634175,evaluation_selection_50_percent_split,0.52085885251672,0.869822657093474,0.516393456704635,0.86848132888564,0.525162465258121,0.871371926274153,0.221310834959838,0.511310834959838,evaluation_selection_50_percent_split
AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.317849545587115,0.0961891636160717,0.225506741643563,0.225517472045764,0.832216347866507,0.315237466773238,0.0953040209494399,0.220396208352381,0.220397181841392,0.829866466729471,0.320591416212745,0.097088422398693,0.230611071029308,0.230624806689382,0.83467735625275,evaluation_test_50_percent_split,0.521285910853521,0.868326644040881,0.517018372967463,0.866903131944478,0.525693539104717,0.869817815627285,0.221310834959838,0.511310834959838,evaluation_selection_50_percent_split
AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.315324829977529,0.0953671649509977,0.230275600602861,0.230280535870308,0.834439872849255,0.314191069244893,0.0949995877847284,0.228251876175205,0.228254034631786,0.83343081763414,0.316490161901491,0.095752042051858,0.232365133690096,0.232371772787647,0.835468434332832,official_holdout_set,0.524156197229482,0.869421456816778,0.522372350269717,0.868817169470127,0.525930431306336,0.870002097432629,0.221310834959838,0.511310834959838,evaluation_selection_50_percent_split
AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.301448912002313,0.0918759392977289,0.254452114045503,0.254680409199301,0.851161356946979,0.298757901009708,0.0909782938733056,0.249536999782349,0.249857293079408,0.848962968654468,0.303871684996575,0.0926692752782862,0.259433629897775,0.259666134033041,0.853433687978879,evaluation_selection_50_percent_split,0.533307263073984,0.87384107403086,0.528581738202514,0.872533515049698,0.53780520338666,0.875250182765349,0.280208991823366,0.500208991823366,evaluation_selection_50_percent_split
AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.304495083725395,0.0927766178771938,0.25298378343533,0.253121660506998,0.849479843668616,0.302005758201071,0.0919195959780322,0.248010056920332,0.248181402604057,0.847231661182648,0.307034024041338,0.0936413652310504,0.25794131266626,0.258031650993689,0.851833230494016,evaluation_test_50_percent_split,0.536293027624145,0.872417682971111,0.5317106521734,0.870926511384708,0.540927088760404,0.873821708166101,0.280208991823366,0.500208991823366,evaluation_selection_50_percent_split
AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_10000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.301557025709962,0.0918490532174594,0.25867087105576,0.258833168644508,0.85208192353586,0.300467362807214,0.0914957506758781,0.256729908931895,0.256911925248036,0.851154697380458,0.302636398716231,0.0921977243455557,0.260769149355751,0.260903971413669,0.853015133295911,official_holdout_set,0.537805781136629,0.873442210872151,0.53601596397701,0.872865578863062,0.539658334875174,0.874025321437624,0.280208991823366,0.500208991823366,evaluation_selection_50_percent_split
AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.291344165385001,0.0889137447305632,0.278489505273469,0.278500555846409,0.863455133323916,0.288583094306764,0.0880124747080798,0.273557042828583,0.273568830981608,0.861416777093511,0.293703010883589,0.0897030849659881,0.283568302633631,0.283569993186028,0.865547697006422,evaluation_selection_50_percent_split,0.549859073498591,0.87766583232066,0.545411408857367,0.876324504112825,0.554275048122065,0.879098906312788,0.260149838582889,0.540149838582889,evaluation_selection_50_percent_split
AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.294706631064913,0.089899021377971,0.276153535672845,0.276153537610565,0.861314905132149,0.292269031536109,0.0890590450453294,0.271031859715704,0.271039880519649,0.859210532568514,0.297215280064357,0.0907548396275078,0.281218556880736,0.281222971121426,0.863438471758242,evaluation_test_50_percent_split,0.54995215447677,0.876179502200446,0.545495402535791,0.874741465705474,0.554405282917596,0.87759841490397,0.260149838582889,0.540149838582889,evaluation_selection_50_percent_split
AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_100000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.291949075638514,0.0890508476470746,0.281255658001675,0.281256774498638,0.863727458514762,0.290901379639699,0.0886971260411115,0.279253178484918,0.279255607940313,0.862848964430034,0.293003462520693,0.0894032530249256,0.283388257330495,0.283392930658226,0.86461680877568,official_holdout_set,0.553130984297204,0.876783526326829,0.551319570027659,0.876192317565877,0.554901067934528,0.87737084795395,0.260149838582889,0.540149838582889,evaluation_selection_50_percent_split
AS,pmt_train_and_evaluation_samples_seed_1_241016_with_holdout.csv,train_sample_n_1000000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.287260212943834,0.0876228640865715,0.288964645364596,0.288969051221509,0.867434851722563,0.284638412753507,0.0867419163152284,0.284048092133978,0.284059341671203,0.865366963588832,0.289583394595589,0.0884102564515746,0.293872215884719,0.293877939635463,0.869514303557788,evaluation_selection_50_percent_split,0.554473143265707,0.87932161375751,0.549744288818213,0.878033662714417,0.558911634424988,0.88079354051581,0.280187871239074,0.530187871239074,evaluation_selection_50_percent_split
